s_px,X_px,Y_px,x_image_px,y_image_px,segment
1589.765653,176.000000,1004.329317,418.000000,213.670683,G right straight
1591.275693,176.000000,1002.819277,418.000000,215.180723,G right straight
1592.785734,176.000000,1001.309237,418.000000,216.690763,G right straight
1594.295774,176.000000,999.799197,418.000000,218.200803,G right straight
1595.805814,176.000000,998.289157,418.000000,219.710843,G right straight
1597.315854,176.000000,996.779116,418.000000,221.220884,G right straight
1598.825894,176.000000,995.269076,418.000000,222.730924,G right straight
1600.335934,176.000000,993.759036,418.000000,224.240964,G right straight
1601.845975,176.000000,992.248996,418.000000,225.751004,G right straight
1603.356015,176.000000,990.738956,418.000000,227.261044,G right straight
1604.866055,176.000000,989.228916,418.000000,228.771084,G right straight
1606.376095,176.000000,987.718876,418.000000,230.281124,G right straight
1607.886135,176.000000,986.208835,418.000000,231.791165,G right straight
1609.396175,176.000000,984.698795,418.000000,233.301205,G right straight
1610.906215,176.000000,983.188755,418.000000,234.811245,G right straight
1612.416256,176.000000,981.678715,418.000000,236.321285,G right straight
1613.926296,176.000000,980.168675,418.000000,237.831325,G right straight
1615.436336,176.000000,978.658635,418.000000,239.341365,G right straight
1616.946376,176.000000,977.148594,418.000000,240.851406,G right straight
1618.456416,176.000000,975.638554,418.000000,242.361446,G right straight
1619.966456,176.000000,974.128514,418.000000,243.871486,G right straight
1621.476497,176.000000,972.618474,418.000000,245.381526,G right straight
1622.986537,176.000000,971.108434,418.000000,246.891566,G right straight
1624.496577,176.000000,969.598394,418.000000,248.401606,G right straight
1626.006617,176.000000,968.088353,418.000000,249.911647,G right straight
1627.516657,176.000000,966.578313,418.000000,251.421687,G right straight
1629.026697,176.000000,965.068273,418.000000,252.931727,G right straight
1630.536738,176.000000,963.558233,418.000000,254.441767,G right straight
1632.046778,176.000000,962.048193,418.000000,255.951807,G right straight
1633.556818,176.000000,960.538153,418.000000,257.461847,G right straight
1635.066858,176.000000,959.028112,418.000000,258.971888,G right straight
1636.576898,176.000000,957.518072,418.000000,260.481928,G right straight
1638.086938,176.000000,956.008032,418.000000,261.991968,G right straight
1639.596979,176.000000,954.497992,418.000000,263.502008,G right straight
1641.107019,176.000000,952.987952,418.000000,265.012048,G right straight
1642.617059,176.000000,951.477912,418.000000,266.522088,G right straight
1644.127099,176.000000,949.967871,418.000000,268.032129,G right straight
1645.637139,176.000000,948.457831,418.000000,269.542169,G right straight
1647.147179,176.000000,946.947791,418.000000,271.052209,G right straight
1648.657220,176.000000,945.437751,418.000000,272.562249,G right straight
1650.167260,176.000000,943.927711,418.000000,274.072289,G right straight
1651.677300,176.000000,942.417671,418.000000,275.582329,G right straight
1653.187340,176.000000,940.907631,418.000000,277.092369,G right straight
1654.697380,176.000000,939.397590,418.000000,278.602410,G right straight
1656.207420,176.000000,937.887550,418.000000,280.112450,G right straight
1657.717460,176.000000,936.377510,418.000000,281.622490,G right straight
1658.094971,176.000000,936.000000,418.000000,282.000000,G right straight
