9.394, 0.2737
10.46, 2.274
11.78, 6.358
12.84, 8.274
14.12, 7.453
15.02, 5.326
15.74, 2.884
16.67, 1.516
17.80, 1.116
18.60, 0.6316
19.56, 0.04211
20.72, 0.1684
21.71, 0.4842
22.68, 0.04211
23.82, -0.2105
24.49, 0.1684
25.48, 0.2737
